"native","primary","early_language","general_1","general_2","stigma_resp_1","stigma_dist_1","stigma_resp_2","stigma_dist_2","stigma_dist_3","stigma_danger","check","stertyp_cmptition_1","stertyp_cmptition_2","concept_1","concept_2","concept_3","stertyp_comp_1","stertyp_warm_1","stertyp_status_1","stertyp_warm_2","stertyp_status_2","stertyp_comp_2","donate_1","donate_2","donate_3","familiar_1","familiar_2","like","like_fr","offens","offens_fr","impression_1","impression_2","impression_3","impression_3_4_TEXT","control_like","control_often","control_preference","empathy_1","empathy_2","empathy_3","political_social","political_econ","experience_1","experience_2","experience_3","demo_age","demo_gender","demo_education","demo_income","SliderOverlapValue","label","ppt_ID"
1,1,1,"The first thing I think about is that there are a lot of scammers and drug addicts.","Usually male not overly overweight, they tend to be a bit unfriendly looking. Rough around the edges, clothing and hygiene.",5,3,4,2,5,2,2,2,2,2,4,1,2,2,2,3,1,4,0,75,25,5,3,1,"I feel that the people you see on the street, are not trying to get off the street. Other people do have real struggles, but they are actively working to get a roof over their head.",2,"It suggests that they will get a proper house in the future.","I see them as an average person, who have a negative view on that group.","They have more than likely been in or very close to someone who has been in that position.",1,NA,2,2,1,4,5,3,3,3,NA,NA,1,23,1,2,3,72,"the homeless",333
1,1,1,"""The homeless"" are people who live in extreme poverty and instability, frequently without access to basic necessities like shelter. In addition to highlighting societal injustices and the difficulties associated with addiction and mental health, it arouses feelings of empathy and concern.","I come upon a tired, tough individual with a backpack and old clothes, quietly surviving in a crowded area. Their eyes, which blend into the background but convey their own survival story, are a reflection of both perseverance and adversity.",1,1,3,5,4,1,2,1,1,4,3,2,4,4,4,4,1,4,40,30,30,4,4,2,"I prefer the term ""people who experience housing insecurity"" because it emphasizes the personhood of individuals while focusing on the temporary or unstable nature of their housing situation, rather than defining them solely by their lack of a home. It highlights the circumstances they are facing rather than labeling them.",2,"""People who experience housing insecurity"" is less offensive because it frames the issue as a temporary circumstance or challenge rather than an identity, promoting empathy and understanding by focusing on the situation rather than labeling individuals.","I perceive someone who uses the term ""the homeless"" as potentially unaware of the negative connotations it carries, as it can reduce individuals to a label and overlook their humanity and diverse experiences, rather than recognizing them as people facing a challenging situation.","I perceive someone who uses the term ""people who experience housing insecurity"" as more empathetic and mindful, recognizing individuals as people facing a difficult circumstance rather than reducing them to a label, which fosters a more compassionate and understanding approach.",2,NA,6,5,3,4,5,4,6,4,1,NA,NA,29,1,5,3,78,"the homeless",334
1,1,1,"A group of people suffering in society, poor, dirty, struggling to survive.","He is cold, dirty, and isolated.",3,3,5,3,5,2,2,1,1,3,3,3,3,3,2,3,2,2,30,40,30,5,2,1,"It is shorter, and I don't find it offensive. If anything, being blunt about it helps.",2,"It was specifically crafted to sound non-offensive, by being long-winded.","I do not perceive them negatively.","I perceive them neutrally - I recognize that they are empathetic.",3,NA,4,5,3,4,3,3,6,2,NA,NA,1,26,1,5,4,78,"the homeless",335
1,1,1,"When I hear the term ""people who experience housing insecurity,"" I think of individuals or families who face constant uncertainty about where they will live—whether they’re at risk of eviction, living in temporary or unstable housing, or struggling to afford rent in an increasingly expensive market. These people often juggle multiple challenges, such as low wages, unaffordable housing, job instability, or health issues, which make it hard to secure a permanent, safe place to call home.","If I met someone who is part of the community of people experiencing housing insecurity, I would approach them with empathy and respect, acknowledging the difficulties they face without making assumptions. I’d recognize that their situation is likely a complex combination of factors, such as financial struggles, health problems, or systemic barriers that have left them in a precarious position.",4,4,5,4,4,4,2,5,4,4,2,3,3,4,4,3,3,4,20,60,20,4,4,2,"I prefer the term ""people who experience housing insecurity"" because it focuses on the condition or experience, rather than defining individuals by their circumstances. This language acknowledges that housing instability is a temporary or situational challenge, rather than an inherent aspect of a person’s identity, and highlights the broader systemic issues that contribute to this insecurity.",1,"I don’t think ""the homeless"" is inherently less offensive, but it can feel more stigmatizing because it labels people by their housing status rather than recognizing them as individuals with diverse experiences and identities. It can reduce a complex issue to a single characteristic, ignoring the many factors that contribute to housing instability and suggesting that people are defined by their lack of a home, rather than by their full humanity.","When someone uses the term ""the homeless"" to describe a person or group, I perceive it as an indication that they may view homelessness as a fixed label or identity rather than a temporary or circumstantial situation. It can suggest a lack of awareness about the complexity of housing insecurity and the dignity of individuals experiencing it, potentially reinforcing stereotypes or distancing people from their shared humanity.","When someone uses the term ""people who experience housing insecurity,"" I perceive them as being more empathetic and thoughtful, as it emphasizes the temporary nature of the challenge and recognizes the complexity of individuals’ situations. It shows an understanding that housing instability is just one aspect of a person’s life, not their defining characteristic, and reflects a more respectful, person-centered approach to discussing a serious social issue.",2,NA,6,8,3,4,4,4,3,3,NA,1,NA,19,2,5,3,53,"people who experience housing insecurity",336
1,1,1,"People who are of low income for various reasons, including mental disabilities, lack of education, veterans, single parents","This is hard because this could include a variety of different types of people depending on why they ended up in this situation. Most are probably kind and share what little they have but other maybe in that situation because of their past life choices.",4,2,4,2,5,1,2,4,2,2,3,4,2,4,2,4,1,2,30,65,5,4,4,2,"Homeless has a stigma for people that people that have made bad life choices causing them to be homeless",2,"It sounds more temporary.","That's a common term so I wouldn't see them in a negative light or anything like that.","Younger, this isn't a common term where I live so most people wouldn't know who they are referring to.",3,NA,2,5,2,4,4,5,3,3,NA,NA,1,42,2,5,4,48,"people who experience housing insecurity",337
1,1,4,"There are many that are suffering economic hardship which causes housing insecurity.","This person is probably experiencing hardship and down on their luck.",2,2,3,4,5,1,2,2,2,2,3,3,3,3,3,3,1,2,70,20,10,4,4,2,"This phrase maintains a more human approach as to how they are referred to.",2,"This is less offensive because it does not have as much of a negative connotation.","A person that uses this term would probably be the majority.","I would perceive them to be more caring and compassionate about others.",2,NA,4,4,3,4,3,5,6,6,NA,NA,1,25,2,3,1,43,"people who experience housing insecurity",338
1,1,1,"People with housing insecurity are poor or have suffered a natural disaster of some sort.","This person is  poor or has suffered a natural disaster.",2,3,1,3,3,3,2,2,1,2,3,2,3,3,3,3,3,3,50,50,0,3,2,1,"Homeless defines a state. Housind insecurity is more an emotion.",2,"Having housing insecurity doesn't imply one is homeless, yet.","Everyone uses the term. It's a fact of life, so I have no opoinion of someone who uses the term.","People who use that term are trying to be politicallly correct.",2,NA,1,2,2,2,2,2,2,2,NA,1,NA,75,1,6,3,60,"people who experience housing insecurity",339
1,1,1,"drug addiction is a rough road, we need more emphasis on mental health on one aspect, and more sources to at the least make a dent.","i would do what i can to let them know there is another side to things",2,3,3,3,5,3,2,3,3,2,3,5,2,4,2,3,2,2,40,20,40,3,3,2,"because the stigma's attached can mentally affect some",2,"because it covers a broader spectrum","it feels negative because not all homeless people had the same path","i feel there's a lot of work that needs to be understood",2,NA,4,5,2,3,3,3,6,4,NA,1,NA,42,1,2,1,72,"the homeless",340
1,1,1,"Individuals grappling with housing insecurity frequently encounter difficulties such as unstable living conditions, economic hardship, and restricted access to safe or permanent residences. The term naturally evokes thoughts of resilience amid challenges, alongside susceptibility to systemic inequalities, health threats, and social stigma.","I envision encountering someone like Maria, a single mom in her 30s who puts in extended hours at a retail position but finds it difficult to manage steady rent because of increasing expenses. She’s clever and resolute, doing all she can to create stability for her children, frequently depending on shelters or friends' couches when finances become limited. In spite of her obstacles, she continues to be optimistic and committed to securing a better circumstance for her family.",1,1,4,5,5,1,2,2,1,3,2,3,3,3,3,4,4,4,40,40,20,4,4,1,"I like the word ""the homeless"" since it is simple and widely used, even though I know it might not adequately convey the uniqueness and dignity of the people it refers to.",2,"Because it emphasizes the temporary and situational character of the problem and frames it as an experience rather than an identity, ""People who experience housing insecurity"" is less objectionable and upholds the humanity and dignity of the individual.","Since the word ""the homeless"" is still frequently used in casual conversation, I believe that anyone who uses it may not be aware of the more polite terminology that is available, but they are not necessarily malicious.","Someone who uses the phrase ""people who experience housing insecurity"" strikes me as considerate and aware of the need to use polite, inclusive language that recognizes the complexity and humanity of the problem.",2,NA,6,5,3,5,5,1,2,2,NA,1,NA,30,1,5,3,83,"people who experience housing insecurity",341
1,1,1,"I work in a city so I see quite a few homeless people panhandling for money. It seems like they all wear old Clothes, smell like liquor and are Aggressive. Most seem to have drug and or alcohol problems. They are arrested quite often because I see them frequently in my job.","I see an older man, white, wearing tattered clothes. Usually sitting on the side of the walkway, shouting demands to people passing by. His face is dirty and reddish complexion. He has a dirty beard.",4,4,4,3,4,4,2,4,3,5,4,4,2,2,2,2,1,2,30,40,30,5,1,1,"It cuts to the heart of the issue. It doesn't make a mockery of a persons situation by trying to use politically correct language.",1,"I feel that the other term makes light of the plight of individuals dealing with this issue. It tries to force a politically correct term to describe something that to be honest is a unfortunate truth. It gives dignity to the person who is actually dealing with the issue and describes it truthfully","I find them a normal person who has knowledge of the unfortunate realities of homelessness.","I find them irritating. They are trying to use politically correct language and that obfuscates the truth of the situation. They are trying to put a flowery touch on a horrible situation.",2,NA,1,2,2,3,2,4,1,1,NA,1,NA,43,1,4,3,69,"the homeless",342
1,1,1,"Desperate, hungry, dirty, needy, unlucky, underserved","They are dressed in clothing that doesn't fit them very well. They are in need of bathing. They are very cautious and don't open up or give out a lot of personal information.",4,4,4,3,5,4,2,2,3,4,4,3,3,4,3,3,1,3,5,90,5,5,3,1,"It is what I am used to and most people are more familiar with this term than the new ones, such as people facing housing difficulties, or unhoused people. I know people are trying to steer away from using the word 'homeless' because it has negative connotations, but I think fighting the stigma is more important, otherwise the new terms will have the same fate.",2,"People have a negative connotation with the word ""homeless"". ""People who experience housing insecurity"" puts the blame on others, not on the person themselves.","I wouldn't assume the person using the word is sympathetic or aggressive towards homeless people based on the word alone. Using a word is not enough information to pass judgement on someone.","I would perceive this person to be very liberal, and I would expect them to lecture someone who uses the word ""homeless""",3,NA,3,4,2,4,3,4,4,2,NA,NA,1,33,2,5,4,100,"the homeless",343
1,1,1,"well i immediately think about people who are living in tents out in the woods on the outskirts of town, I live in Salem Or and we have a lot of homeless individuals some are there by choice and there's a larger portion that are mentally unstable and there's ones with drug and alcohol problems","they are generally unclean, unshaven theres clothes obviously haven't been cleaned they have foul odors they live in horrible conditions",2,1,4,3,3,4,2,1,1,4,4,5,1,2,1,3,1,1,30,50,20,5,1,1,"thats simple homeless explains there situation perfectly and the other one you find yourself wondering about what it means.
keep it simple I don't know why people think they need to change the wording",1,"i dont think either one should be offensive it is just explaining your situation","i use that terminology so i would perceive them to be intelligent","they seem to be the same as the people that keep moving there camps as far away from them as possible so that they can just ignore the situation instead of solving the problem they just give it a new name that makes that person feel better",1,NA,2,4,3,4,1,1,6,6,1,NA,NA,59,1,2,1,100,"people who experience housing insecurity",344
1,1,1,"When I think of the homeless I think of the words sad, poor, drugs, gambling, alcohol, poor choices, product of their environment, bad start to life, and mental illness.","Wearing tattered clothes, bad hygiene, beggar, panhandling, no family, dirty.",3,5,1,3,3,4,2,3,3,5,4,3,2,3,1,3,1,1,50,50,0,5,3,1,"Not all people who experience housing insecurity are the same as homeless people. Homeless, to me, are people who made wrong choices in their life and have no one to help them and are now on the streets homeless. Whereas people who experience housing insecurity, to me, can be people who work and try to provide but don't make enough to afford housing.",2,"Because it can describe people who can't afford housing even though they work and are trying to.","I don't perceive them in any way other than that is just the term they are using to describe the person in the scenario they are talking about.","I also don't perceive them as any different than someone using a term to describe someone else.",3,NA,2,2,2,4,4,3,2,3,NA,1,NA,35,2,5,4,50,"the homeless",345
1,1,1,"People that dont have money or they do and its just there life style","A man with dirt and tired with a carboard sighn",3,2,1,3,2,4,2,1,1,3,4,5,1,3,2,3,1,2,60,20,20,5,3,1,"Because that's what they are they have no home so there homeless",1,"i don't care what word i choose because they mean the same thing","I don't think anything because there describing what they are","I would think there woke because i never heard someone ever use the word people who are experience housing insecurity",3,NA,1,1,2,5,3,1,1,1,NA,NA,1,25,1,3,3,83,"the homeless",346
1,1,1,"A person who has no physical address and most times no roof over their head. It could be someone who is couch surfing, or someone who is living on the streets.","It could happen to anybody. They could present in all forms. The stereotypical homeless person would look dirty.",1,3,5,3,5,3,2,1,1,2,3,5,4,3,3,3,1,1,50,25,25,4,4,1,"They both carry a stigma. People who are used to saying homeless, bash the housing insecurity term, so it doesn't matter which term you use.",2,"It's a newer term that sounds less harsh to a lot of people.","Someone who grew up saying that term as they are used to it.","Someone who is trying to mindful of others feelings.",4,NA,4,5,3,3,3,3,5,6,NA,NA,1,41,2,3,3,100,"the homeless",347
1,1,1,"People who fell on hard times and dont have a place to stay. I think of people facing extreme poverty, often struggling with mental health issues, addiction, or the impacts of systemic inequalities. It evokes a sense of vulnerability, isolation, and a lack of basic necessities, like food, shelter, and safety. There's also a strong association with the idea of being overlooked or marginalized by society.","I meet someone who appears to be in their late 40s, with weathered skin and unkempt hair. Their clothes are worn and layered, likely collected over time for warmth, with a mix of old jackets and shoes that have seen better days. Their eyes, though tired, hold a quiet resilience. There's a sense of both weariness and hope in their expression, as if they've faced many hardships but still move forward. They carry a small bag, perhaps containing a few personal belongings, and their posture suggests",3,3,3,5,5,3,2,1,1,3,3,3,3,4,5,4,4,1,50,50,0,5,4,2,"I just feel like it is more respectable.",2,"I feel like it focuses on the situation rather than defining individuals by their circumstances, acknowledging that housing instability is a temporary condition rather than an inherent trait. It emphasizes empathy and the broader societal factors at play, avoiding the stigma that can come with labels like ""homeless.""","When someone uses the term ""the homeless"" to describe a person or group, I perceive it as reflecting a more generalized or detached view of the situation, potentially reducing individuals to a single aspect of their identity rather than recognizing their full humanity and the complexities of their circumstances. It can unintentionally reinforce stigma and a sense of otherness.","When someone uses the term ""people who experience housing insecurity,"" I perceive it as a more compassionate and respectful approach, recognizing the person as an individual facing a challenge rather than defining them solely by their lack of housing. It emphasizes their humanity and highlights the temporary and situational nature of their struggle.",2,NA,7,9,3,5,5,5,1,1,NA,NA,1,39,3,4,2,75,"the homeless",348
1,1,1,"
When I hear the term ""the homeless,"" I think of individuals without stable housing, often living in shelters, on the streets, or in temporary accommodations. It brings to mind challenges such as poverty, vulnerability, resilience, and the societal need for compassion and systemic support.","I imagine meeting a middle-aged individual wearing worn but practical clothing, perhaps carrying a backpack or bag filled with essentials. Their expression might reflect a mix of resilience and fatigue, shaped by their experiences. They could be friendly and open to conversation, yet cautious, as trust is often hard-earned.",1,1,5,4,5,1,2,1,1,1,3,5,4,4,4,3,1,3,60,20,20,3,4,1,"""People who experience housing insecurity"" is too many words for a simple term.",1,"Because homeless people are literally homeless. They are without home.","I perceive someone who uses the term ""the homeless"" as likely focusing on the individual's housing status, which may unintentionally generalize or reduce them to their circumstance, rather than recognizing their full humanity and individuality.","
I perceive someone who uses the term ""people who experience housing insecurity"" as being thoughtful and empathetic, emphasizing the humanity of the individuals and framing their situation as a challenge they face rather than a defining characteristic.",2,NA,6,5,3,5,4,2,7,6,NA,1,NA,34,1,5,4,42,"the homeless",349
1,1,1,"Homeless folks are underprivileged people who might have tried tremendously to opt out of poverty. Someone without a home and living in the street will usually have no morals. It is basically about survival. Their basic needs are food, water, and some money to buy whatever makes them happy for just a few moments. I reckon some homeless people were once well-to-do people who lost everything. Life is one huge mystery, you are up today and next, you are at the barrel of society. Scavenging for foo","He might speak well, most likely a lot of needs. Sometimes, I wonder how they maintain good health despite all the germs they might be surrounded by. He might have a need and I might mostly would want to satisfy that. I will be yearning to help him out because what is life all about? Coming to the aid of others when they are most vulnerable. He likely does not have clean clothes, and might be hungry. Maybe request for food. I would take him to the nearby restaurant to get him food to satisfy his",2,2,4,4,4,2,2,2,1,4,3,2,4,4,4,5,2,4,30,40,30,5,3,1,"Homeless is a vivid descriptor of what their condition is.",2,"Clutter does the trick in this case, so it is more appropriate","Just stating the obvious. Though it sounds harsh but it is best put that way.","They might sound less judgmental with the phrases.",3,NA,5,4,2,4,4,2,2,2,NA,NA,1,43,1,7,4,55,"the homeless",350
1,1,1,"People who experience housing insecurity may struggle with unstable living conditions, such as frequently moving, living in overcrowded spaces, or facing the threat of eviction.


People who experience housing insecurity may struggle with unstable living conditions, such as frequently moving, living in overcrowded spaces, or facing the threat of eviction.





People who experience housing insecurity may struggle with unstable living conditions, such as frequently moving, living in overcrowded s","This person might be someone who constantly worries about where they will sleep next. They may have a job but struggle to afford rent due to rising costs. They could have a few belongings in a small bag or in a storage unit, always on the move between temporary housing situations or staying with friends and family. Despite the challenges, they are resilient and resourceful, trying to navigate through limited options for stable housing. They may also face stigma, but remain hopeful for a more sec",4,4,4,3,4,2,2,2,3,2,2,4,4,3,3,3,3,4,60,20,20,3,3,2,"I prefer the term ""people who experience housing insecurity"" because it emphasizes the situation they are facing rather than labeling them by their circumstances. It acknowledges that housing insecurity is a temporary condition that can happen to anyone, rather than defining the individual by it. This approach is more empathetic and respectful, focusing on the fact that people can work toward solutions and stability.",2,"""People who experience housing insecurity"" is less offensive because it focuses on the experience or situation a person is going through, rather than labeling or stigmatizing them. It highlights that housing insecurity is a temporary condition that can affect anyone, promoting empathy and understanding rather than judgment. This terminology avoids reducing individuals to their circumstances, offering a more respectful and humanizing perspective.","When someone uses the term ""the homeless,"" it can feel impersonal or stigmatizing, as it labels individuals solely by their living situation rather than recognizing their full humanity and the complexities of their circumstances. It may imply that their housing insecurity defines their entire identity, rather than seeing it as just one aspect of their life.



","When someone uses the term ""people who experience housing insecurity,"" it feels more empathetic and respectful, as it acknowledges that housing insecurity is a temporary or situational experience rather than an inherent characteristic of a person's identity. It emphasizes their humanity and complexity, rather than reducing them to a label.",2,NA,5,5,2,4,3,1,1,1,NA,NA,1,37,1,7,4,54,"people who experience housing insecurity",351
1,1,1,"When I hear the word Homeless, what comes to mind is people who have no place to call a home or, a comfortable place to lay at night.","He doesn't have a house and can not afford one, so he lives on the street.",1,1,5,5,5,1,2,1,1,5,3,3,5,5,5,5,1,5,50,30,20,4,4,2,"They are just insecure for now, I believe if they are given a little assistance they can also stand on their feet financially and will be able to secure a home for themselves.  When you call them homeless, it sounds hopless.",2,"It's less offensive because the condition is not permanent, I believe. But homeless, sounds like they may never be able to do anything for themselves.","I perceive such people as unsympathetic and self-centered.","I perceive such people as mature, people who understand that anything can happen to anyone.",2,NA,6,5,3,5,4,3,6,6,NA,NA,1,27,2,4,3,84,"the homeless",352
1,1,1,"whenever i hear homeless thats means the person couldnt afford to pay rent","i will feel very bad for that person",5,4,3,4,5,4,2,4,3,4,3,3,4,4,3,4,3,4,35,30,35,4,4,1,"i think it made you know what exactly you mean",2,"this is the polite way to put it","no  i am cool with every word they use to describe","i think thats the other way to let someone know  how polite you can put it",2,NA,6,8,3,4,3,4,1,2,NA,NA,1,25,2,2,3,69,"the homeless",353
1,1,1,"A person, man, woman, or child, who has their home residence and is now forced to live in an outside environment. This person may have just had a run of bad luck, be addicted to drugs, or have a mental illness. In any case, they could use some help.","I know many. This person is a chronic alcoholic and hard drug user. He has had opportunities at a regular residence, but prefers to continue his drug use and live on the street. This person has been chronically homeless for a majority of his adult life. He's a nice guy, enjoyable to be around, but is stuff in a cycle.",4,5,2,5,4,4,2,3,1,4,4,5,3,4,1,4,1,2,100,0,0,5,1,1,"The term homeless connects my mind and memory to experiences I have has with street people and the homeless through the years. It's a negative term and correctly describes this group of people. To call or label them anything different is like putting lipstick on a pig. Everyone knows what a 'homeless' person represents, let's try to help them; not re-categorize their situation. They are no residentially challenged, they are homeless.",1,"I don't understand what the other term means. It sounds like Marxist bs to me. You can't change the world for the better by modifying the language terms. A ""homeless person"" in Miami, is a ""homeless person"" in New York, just like a the ""homeless"" living on the street in Portland, OR. Are any of these people by another name less offensive? No","People use the description ""the homeless"" are being accurate for the times we live in.","Anyone using the term ""people who experience housing insecurity"" is trying to change how I feel about the topic. It does not change the situation. Like me saying ""what an ugly hat"", ""oh, but it looks good on you."" The hat is still ugly. Housing insecurity could mean anything to anyone, it waters down the presentation of this horrible human condition and makes being homeless seem more palatable.",2,NA,2,2,2,5,2,1,1,1,1,NA,NA,60,1,5,5,10,"the homeless",354
1,1,1,"very bad because housing insecurity can leads to robbery, raping and so on. it also makes people lack the ability to be controlled by their authourities","Someone who experiences housing insecurity may face various challenges and uncertainties related to their living situation",1,1,5,1,3,3,2,5,3,5,4,3,2,1,2,2,5,4,20,30,50,4,4,2,"The cost of housing, combined with other expenses, can lead to financial difficulties, debt, and a constant struggle to make ends meet.
",1,"comparing it to the insecurity towards housing experience, homeless is less offensive because  Housing insecurity can significantly reduce an individual's quality of life, affecting their physical and mental health, relationships, and overall well-being.","Housing insecurity can lead to poor living conditions, including overcrowding, inadequate heating or cooling, and unsanitary environments.
","it is bad and annoying and also Housing insecurity can lead to poor living conditions, including overcrowding, inadequate heating or cooling, and unsanitary environments.
",4,NA,7,5,3,4,4,1,3,3,NA,NA,1,22,1,4,2,25,"people who experience housing insecurity",356
1,1,1,"Paranoid wifes, at times their husbands are not intersted
","she would be a mom, with a lot of responsibility trying to keep the children  in line and cautious about here money",3,2,4,4,3,2,2,4,1,2,3,4,2,3,3,4,3,3,40,60,0,2,3,2,"its more formal and not offensive

",1,"its offensive because its emotionally damaging to say that to some one","Some one might not know its offensive so i wouldnt judge but correct you","Someone who understands the things they go through therefore try to be polite",2,NA,5,3,2,4,4,2,3,5,NA,1,NA,20,1,5,3,52,"people who experience housing insecurity",357
1,1,1,"People who do not have enough money to afford a house.  This could be due to the fact that they are unemployed or underemployed or it could be that they are wasteful with their money or use their money for things like alcohol and drugs.","I would think they would be normal.  THey just would not have a house.  I do not thik this would necessarily mean they are dirty or homeless looking.",3,3,4,4,5,2,2,5,1,2,3,3,3,3,2,3,1,1,0,0,100,3,2,1,"It sounds meaner but it is just what I grew up hearing.  I think housing insecurity is just part of the so called ""woke"" culture and genrally I just find that kind of stuff annoying.",2,"Because homeless has bad connotations with it.  Like I said it is what people have always heard so your going to have the negative stereotypes from movies, tv shows, news etc that just make it worse.","I have never thought about it but I guess I would perceive them as honest for admitting to it.","I would think they are a stuck up liberal idiot once again because of the woke culture.",4,"I feel if you want to be polite you should just say someone that can not afford housing.",1,2,1,2,1,4,3,1,NA,1,NA,39,1,5,3,61,"people who experience housing insecurity",358
1,1,1,"People who experience housing insecurity are often faced with uncertainty about their ability to maintain stable, safe and affordable housing. This can include those at risk eviction, living in overcrowded or substandard conditions, or relying on temporary accommodation such as shelters or motels. Housing insecurity can lead to significant stress, disrupt access to education or employment, and negatively impact physical and mental health.","This person might be someone juggling multiple challenges, such as working a low paying or unstable job while struggling to afford rent or utility bills. They may be single parent trying to provide for their children, someone who recently lost their home due to unforeseen circumstances or a young adult couch-surfing with friends or family. Despite their difficult situation, they could display resilience, resourcefulness, and hope as they navigate the uncertainty of finding or maintaining stable",1,1,5,3,3,3,2,1,1,3,2,3,2,3,1,3,1,1,50,30,20,5,5,2,"I prefer this term because it is more inclusive and emphasized the temporary or situational nature of their challenges. It avoids labelling individual solely by their housing status, which can feel stigmatizing and dehumanizing.",2,"It is less offensive because it focuses on the experience rather defining individuals by their circumstances.","I perceive such person as insensitive.","I see such people as kind hearted people",2,NA,6,8,3,4,4,4,2,2,NA,NA,1,34,2,5,3,48,"people who experience housing insecurity",359
1,1,1,"People who don't have a home and live on streets","This person doesn't have a place to call home.",2,1,2,5,4,1,2,2,1,2,3,2,3,4,3,3,2,3,35,50,15,4,4,1,"It is quite straightforward and generally understandable.",2,"It makes the meaning a bit favorable","A straightforward person.","A person who like to appease people.",3,NA,5,5,2,4,3,2,2,3,NA,NA,1,21,2,5,3,46,"the homeless",360
1,1,1,"people with no home or bad housing and infrastructures'","maybe people in the ghetto that has no personal space",1,3,3,2,4,2,2,1,3,2,3,2,3,3,1,2,1,2,60,20,20,3,3,2,"its not as irritating as homeless, and i think we have people with houses but lack proper infastructure",2,"the term homeless sound more irritating and abusive","using the term homeless sounds immoral and wicked","that normally and less offensive",2,NA,7,8,3,3,3,4,1,2,NA,NA,1,28,1,6,4,59,"people who experience housing insecurity",361
1,1,4,"When I hear the term ""the homeless,"" I think of people living in precarious conditions, often without stable shelter, food, or basic necessities. Their lives are marked by a constant struggle for survival, navigating the harsh realities of street life, shelters, and overcrowded environments. The term brings to mind images of individuals enduring isolation, vulnerability, and the stigma associated with homelessness. Many are dealing with complex issues such as mental illness, addiction, unemploym","When I hear the term ""the homeless,"" I think of people living in precarious conditions, often without stable shelter, food, or basic necessities. Their lives are marked by a constant struggle for survival, navigating the harsh realities of street life, shelters, and overcrowded environments. The term brings to mind images of individuals enduring isolation, vulnerability, and the stigma associated with homelessness. Many are dealing with complex issues such as mental illness, addiction, unemploym",1,2,5,5,5,1,2,3,1,5,3,5,4,4,4,5,2,3,40,40,20,5,5,2,"I prefer the term ""people who experience housing insecurity"" because it focuses on the lived experience of individuals rather than reducing them to a label. This language acknowledges that homelessness is not an inherent identity but a challenging situation that can happen to anyone due to factors like economic hardship, housing shortages, or personal crises. It fosters empathy and emphasizes the need for supportive policies, highlighting the temporary nature of the experience rather than stigma",2,"""People who experience housing insecurity"" is less offensive because it emphasizes the temporary, situational aspect of homelessness rather than labeling individuals as ""homeless,"" which can carry negative connotations or stigmas. This phrasing humanizes the experience, acknowledging that it is a condition many might face due to circumstances beyond their control, rather than defining someone's entire identity by their housing status. It fosters empathy and focuses on finding solutions rather th","When someone uses the term ""the homeless"" to describe a person or group, it can suggest a more detached or dehumanizing perspective, reducing individuals to a single characteristic rather than recognizing their full humanity and complexity. It might reflect a lack of awareness of the diversity within this group, as well as the temporary nature of housing insecurity. It can unintentionally reinforce stereotypes or assumptions about people facing homelessness, rather than fostering empathy and und","When someone uses the term ""people who experience housing insecurity,"" it reflects a more compassionate and empathetic perspective, acknowledging that homelessness is a temporary and situational condition, not an inherent identity. It emphasizes the humanity of those affected, focusing on the challenges they face rather than defining them by their housing status. This term conveys an understanding that housing insecurity is a complex issue, often caused by factors beyond an individual’s control,",2,NA,7,8,3,4,5,1,6,7,NA,NA,1,21,1,5,4,82,"the homeless",362
1,1,1,"People without a steady job face homelessness.","This person may be unbathed and a bit rough around the edges but over they are still a person.",3,2,4,4,4,3,2,3,4,4,3,4,4,4,3,3,2,2,100,0,0,4,2,2,"It gives them a title less associated with what we normally consider homeless",2,"Homeless is usually associated with negative terms and thoughts.","It is a common term used in the english language","It gives the person a hopeful context.",2,NA,4,4,2,4,4,2,2,2,NA,1,NA,45,1,5,3,54,"people who experience housing insecurity",363
1,1,1,"I would immediately think of discomfort and stress. Specifically, people who are afraid to lose their home due to overwhelming costs.","They would be someone who is one edge and difficult to talk to because they are so stressed.",4,4,4,3,4,4,2,4,4,2,3,2,3,4,4,3,3,3,30,40,30,3,2,1,"It is more clear in its meaning when describing people who don't have a home. Housing insecurity can mean several different things.",2,"It doesn't directly call out people who do not have a home.","They come across as blunt and like getting to their point early.","I would think of them as people who are gentle and don't want to offend others, if possible.",2,NA,3,4,2,3,3,3,1,1,NA,NA,1,31,1,5,3,37,"people who experience housing insecurity",364
1,1,1,"theft and  robbery cases, rapeing cases","people who experience housing insecurity mostly do not trust other people",3,2,4,3,2,3,2,2,1,2,3,1,2,3,2,4,3,2,35,35,30,3,3,1,"because it is one word that is easily understandable",1,"it is not, but it carries the whole meaning","to me it is just a normal word","it has a hidden meaning which some may fail to understand",3,NA,5,5,2,3,1,3,1,1,NA,1,NA,28,2,5,3,84,"people who experience housing insecurity",365
