StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,native,primary,early_language,consent,Prolific_ID,general_1,general_2,stigma_resp_1,stigma_dist_1,stigma_resp_2,stigma_dist_2,stigma_dist_3,stigma_danger,check,stertyp_cmptition_1,stertyp_cmptition_2,concept_1,concept_2,concept_3,stertyp_comp_1,stertyp_warm_1,stertyp_status_1,stertyp_warm_2,stertyp_status_2,stertyp_comp_2,donate_1,donate_2,donate_3,familiar_1,familiar_2,like,like_fr,offens,offens_fr,impression_1,impression_2,impression_3,impression_3_4_TEXT,control_like,control_often,control_preference,empathy_1,empathy_2,empathy_3,political_social,political_econ,experience_1,experience_2,experience_3,demo_age,demo_gender,demo_education,demo_income,comment,PROLIFIC_PID,Q_BallotBoxStuffing,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,not_pc_label,pc_label,SliderOverlapValue,label
2024-12-10 15:31:21,2024-12-10 15:40:15,0,66.44.52.24,100,534,1,2024-12-10 15:40:16,R_5AGp0kW5audFPHo,,,,,38.8892,-76.9417,anonymous,EN,1,1,1,1,5dec17c87aeafe30634f55f7,People without a steady job face homelessness.,This person may be unbathed and a bit rough around the edges but over they are still a person.,3,2,4,4,4,3,2,3,4,4,3,4,4,4,3,3,2,2,100,0,0,4,2,2,It gives them a title less associated with what we normally consider homeless,2,Homeless is usually associated with negative terms and thoughts.,It is a common term used in the english language,It gives the person a hopeful context.,2,,4,4,2,4,4,2,2,2,,1,,45,1,5,3,thanks,5dec17c87aeafe30634f55f7,,,,,,the homeless,people who experience housing insecurity,54,people who experience housing insecurity
2024-12-10 15:18:42,2024-12-10 15:40:21,0,75.236.206.219,100,1299,1,2024-12-10 15:40:22,R_73dRf9pSd5FM4MG,,,,,33.8654,-84.3385,anonymous,EN,1,1,1,1,65de5ddcc637719fe458fc76,"I would immediately think of discomfort and stress. Specifically, people who are afraid to lose their home due to overwhelming costs.",They would be someone who is one edge and difficult to talk to because they are so stressed.,4,4,4,3,4,4,2,4,4,2,3,2,3,4,4,3,3,3,30,40,30,3,2,1,It is more clear in its meaning when describing people who don't have a home. Housing insecurity can mean several different things.,2,It doesn't directly call out people who do not have a home.,"They come across as blunt and like getting to their point early. ","I would think of them as people who are gentle and don't want to offend others, if possible.",2,,3,4,2,3,3,3,1,1,,,1,31,1,5,3,,65de5ddcc637719fe458fc76,,,,,,the homeless,people who experience housing insecurity,37,people who experience housing insecurity
2024-12-10 15:04:14,2024-12-10 15:40:56,0,97.180.39.40,100,2201,1,2024-12-10 15:40:56,R_5iL5rAUPwobhgzL,,,,,33.8229,-84.3535,anonymous,EN,1,1,1,1,67155947b83a6aee15acbc0d,"theft and  robbery cases, rapeing cases",people who experience housing insecurity mostly do not trust other people,3,2,4,3,2,3,2,2,1,2,3,1,2,3,2,4,3,2,35,35,30,3,3,1,because it is one word that is easily understandable,1,"it is not, but it carries the whole meaning",to me it is just a normal word,it has a hidden meaning which some may fail to understand,3,,5,5,2,3,1,3,1,1,,1,,28,2,5,3,no,67155947b83a6aee15acbc0d,,,,,,the homeless,people who experience housing insecurity,84,people who experience housing insecurity
2024-12-10 15:15:28,2024-12-10 15:41:13,0,107.141.72.143,100,1544,1,2024-12-10 15:41:13,R_3y8W4iq2boBdJSi,,,,,36.3528,-119.3007,anonymous,EN,1,1,1,1,5e48cc0fe4317f3670ce90dd,"I don't think of homeless in the terms of a person/people. I think of it as a situation that our government has caused by their social policies and programs.  ",Someone most likely drug dependent and unable to cope with normal life and not at all thinking clearly in order to help themselves out of this horrifying situation,1,4,4,4,4,4,2,2,1,1,4,5,1,4,2,2,1,1,70,10,20,4,3,1,"I think the sentence 'people who experience housing insecurity' minimizes the publics view and understanding of the severity of the situation. Also the people responsible for this situation may not have to feel as guilty. It is a play on words to manipulate thought. ",2,"I can picture a situation with these people that may still live in a house, their home, but are at high risk of losing it because of job loss or other situations but still at least have shelter. ","I picture this person on the street, sleeping in a tent if they are lucky, loaded probably on drugs, without medical care or food and even losing control of their minds and body functions.",Someone who use this term is not acknowledging the severity of the problem,2,,1,1,1,3,3,2,1,1,,1,,77,2,3,1,,5e48cc0fe4317f3670ce90dd,,,,,,the homeless,people who experience housing insecurity,27,the homeless
2024-12-10 15:17:12,2024-12-10 15:41:20,0,76.138.77.253,100,1447,1,2024-12-10 15:41:20,R_6sSGc9i8M0Aygvk,,,,,35.0452,-90.073,anonymous,EN,1,1,1,1,66a57cbc015a7ecc6e1751c8,Being homeless is not a good thing. I fell sorry for someone in this position,"This person is down on their luck
",3,2,3,2,5,3,2,4,4,3,4,2,3,3,3,4,3,2,60,20,20,4,5,1,It is more direct and lets someone know of this issue,2,Because it is not fully addressing the issue,It lets me know of a persons shelter problem,It is unclear of a persons issue,1,,7,9,3,5,4,5,1,1,,,1,43,1,4,3,,66a57cbc015a7ecc6e1751c8,,,,,,the homeless,people who experience housing insecurity,56,the homeless
2024-12-10 15:15:29,2024-12-10 15:41:43,0,172.59.222.16,100,1573,1,2024-12-10 15:41:43,R_3TLe0fFrYJBHVZF,,,,,35.2296,-80.843,anonymous,EN,1,1,1,1,5d2a7c01b866ef0015b8e0a1,My first thought is low income people that can't afford the rent on their house or apartment. Low income people that are on a waiting list for low cost government housing.,Single mother that maybe has a high school education at best. Could be any ethnic race probably between 20-30 yrs old.,2,3,4,4,4,3,2,3,3,3,1,3,2,3,2,3,2,2,35,35,30,3,2,2,I think housing insecurity doesn't come as much with the judgement as homeless does.,2,"People generally associate the term homeless to people that are drug addicts, mental issues, alcoholics and social outcasts. Housing insecurity sounds more official and I believe does not carry the stigma that homeless does.",I perceive that person to just be a normal average person as the term homeless has been around for decades and has become an accepted term in society.,"I would perceive a person using the term housing insecurity to be a more educated in social services type person. ",3,,4,5,3,3,4,5,2,5,,,1,58,2,3,1,Thanks for allowing my participation in the study. Happy Holidays!,5d2a7c01b866ef0015b8e0a1,,,,,,the homeless,people who experience housing insecurity,49,people who experience housing insecurity
2024-12-10 15:18:53,2024-12-10 15:41:57,0,174.107.177.3,100,1383,1,2024-12-10 15:41:58,R_5GIxCCTvEVRZVGt,,,,,34.1847,-79.7704,anonymous,EN,1,1,1,1,5ef55b1c3395621b627d3ae9,"People who don't have a legal residence. They don't have what is considered a conventional home. They sometimes live in tents and or boxes. They will live in a vehicle if they have one. Typically, a homeless person can be found sleeping in alley ways, streets or public transportation platforms such as subways. Most times, homeless people are homeless because they choose to be. They refuse social help to get jobs, they won't stay in homeless shelters and they don't want to change their lifestyles","this person is under the influence of drugs or alcohol. They are typically disheveled and don't look very clean. When alcohol or drugs are involved, they are loud and can be belligerent. They are sitting on sidewalks, walkways or public benches. They have all of their belongings with them in bags and typically are dressed in layers of clothing. Sometimes they'll just be sitting not bothering anyone and sometimes they are a nuisance when pan handling or trying to sell things or asking for money  ",5,5,5,3,5,4,2,4,4,5,4,5,4,2,3,3,1,2,50,50,0,4,1,1,"Not all labels have to be ""politically correct"". Sometimes a duck is just a duck. People who are homeless don't have homes. ",1,"It's easier to interpret and understand. It gets right to the point and doesn't give you a whole lot of room for misinterpretation. ","I perceive them just as I would anyone else. They are using a term that has the same meaning nationwide and is recognized by all. ","An extreme, leftist democrat who is worried about being politically correct.   ",3,,3,3,2,4,3,5,1,1,,1,,55,2,5,3,,5ef55b1c3395621b627d3ae9,,,,,,the homeless,people who experience housing insecurity,29,the homeless
2024-12-10 15:16:29,2024-12-10 15:42:05,0,107.180.170.212,100,1535,1,2024-12-10 15:42:06,R_6Oc62vuFra5VJDu,,,,,37.751,-97.822,anonymous,EN,1,1,1,1,6730ace4e72fe0e520e5b243,"The term ""the homeless"" often evokes thoughts of individuals lacking stable housing, living in shelters, on the streets, or in temporary accommodations. Common associations include vulnerability, poverty, and struggles with issues like mental health, unemployment, or addiction. For some, the term may also bring to mind social challenges such as systemic inequality, the need for community support, and the resilience of those experiencing homelessness despite their hardships.","James, a homeless community member in his late 40s, is a resilient and hopeful individual. Once a skilled construction worker, his life took a downturn after a workplace injury led to unemployment and mounting medical bills, eventually resulting in homelessness. He spends his days utilizing resources like libraries for warmth and job searches while volunteering at a local church for meals.",2,4,1,5,2,3,2,3,3,4,1,2,4,3,2,4,1,3,28,47,25,4,4,2,"Inclusive and Respectful: ""People experiencing housing insecurity"" emphasizes humanity and avoids reducing individuals to their housing status. It conveys empathy and acknowledges their experience as temporary or situational rather than an inherent identity.",2,"The phrase ""People who experience housing insecurity"" is less offensive because it prioritizes person-first language, emphasizing the individual over their circumstance, which helps reduce stigma and avoids defining someone solely by their housing status.","
Someone who uses the term ""the homeless"" might be perceived as relying on traditional language that, while commonly understood, could unintentionally depersonalize or stigmatize the individuals it describes, as it emphasizes their housing status over their humanity. However, the perception often depends on their intent and context, with some using the term simply out of habit or lack of awareness of alternative phrasing.","Someone who uses the term ""people who experience housing insecurity"" is likely perceived as empathetic, thoughtful, and aware of the importance of inclusive language, as it reflects a person-first approach and acknowledges the complexity of the issue without reducing individuals to their circumstances.",2,,6,8,3,4,3,2,2,2,,1,,29,1,5,3,I'm happy to help clarify any aspects or address any concerns you might have regarding the study on how labels affect perceptions of homelessness.,6730ace4e72fe0e520e5b243,,,,,,the homeless,people who experience housing insecurity,61,the homeless
2024-12-10 15:12:16,2024-12-10 15:42:09,0,81.161.5.34,100,1793,1,2024-12-10 15:42:10,R_7m810YVt3lyWwSe,,,,,40.7662,-74.0178,anonymous,EN,1,1,1,1,673b0e8aebb8a922af84109b,"The stress of not knowing where they'll sleep next or how long they can stay in their current location often leaves those who experience housing insecurity only attempting to get by each day. It brings to mind diligent people and families who may be living paycheck to paycheck, juggling bills, rent, and necessities while dealing with ongoing stress and uncertainty.","I picture myself meeting James, a fifty-something man who lost his job and had to deal with unforeseen medical expenses, which led to his homelessness. He visits resource centers seeking food or lodging during the day while searching for a job. James exhibits a strong sense of perseverance and hope for a new beginning despite the difficult circumstances. He is also courteous and ready to share instances of his life before homelessness.",1,1,3,5,5,1,2,1,1,3,3,3,4,4,4,4,3,4,55,25,20,4,4,2,"I prefer that word because it is less offensive ",2,"""Individuals facing housing instability"" is a more respectful term as it emphasizes the transient and situational aspects of the problem, portraying it as an experience instead of a defining characteristic, thereby honoring the person’s dignity and humanity.","I view a person who refers to ""the homeless"" as potentially lacking awareness of more respectful phrasing, though not automatically meaning to offend, since it remains a commonly used term in everyday dialogue.","I see a person who refers to ""individuals facing housing insecurity"" as compassionate and aware of how language can acknowledge people's experiences without simplifying them to a label.",2,,5,3,2,5,4,2,1,2,,1,,33,2,5,3,,673b0e8aebb8a922af84109b,,,,,,the homeless,people who experience housing insecurity,96,the homeless
2024-12-10 15:30:28,2024-12-10 15:42:29,0,76.84.122.228,100,721,1,2024-12-10 15:42:30,R_3s7NgeC5hyyn7ZQ,,,,,40.7579,-96.6962,anonymous,EN,1,1,1,1,63643728a38eaad0e7a70ee4,What associations that comes to mind for me when I hear the homeless is someone who doesn't have a home. Meaning they don't have a place to sleep or to keep their stuff in. Poverty comes to mind. For whatever reason they can't afford to live somewhere and unfortunately don't know anyone who can house them.,"I imagine this person to be a decent person who has had unbelievable bad luck recently. ",2,2,4,4,4,2,2,1,1,2,3,3,4,4,3,4,1,3,33,33,34,3,3,2,"I believe there is a negative/bad stigma with homeless, heavily associated with drug problem. It helps broaden the term with more neutral association. ",2,"There is a negative association with homeless like they deserved to have no home, they did this to themselves kind of thing.","I think most people don't mean it as a bad thing, it's short and get straight to the point.","This is someone who keeps up with socially, usually a much more of open minded someone who willing to change their vocabulary to be more inclusive or use less offensive terms.",2,,4,5,3,4,3,2,7,7,1,1,,27,1,6,3,,63643728a38eaad0e7a70ee4,,,,,,the homeless,people who experience housing insecurity,31,the homeless
2024-12-10 15:26:21,2024-12-10 15:43:13,0,68.170.3.210,100,1011,1,2024-12-10 15:43:13,R_72nbBAkuYUI49uU,,,,,37.751,-97.822,anonymous,EN,1,1,1,1,67370aa61a1fd0d29b6ee860,"
People who experience housing insecurity are individuals or families who lack stable, secure, and adequate housing, often facing challenges such as homelessness, overcrowding, or frequent moves due to financial constraints, poverty, or other socio-economic factors.","The person I imagine is someone who is resilient and resourceful, likely facing significant daily challenges in securing stable housing. They may be struggling to make ends meet, juggling multiple responsibilities, and dealing with the emotional and psychological impacts of housing insecurity. Despite these difficulties, they remain determined to create a better life for themselves and their loved ones.


",3,4,3,4,3,4,2,3,4,3,1,3,3,4,5,3,4,4,25,45,30,3,3,2,"
I prefer the term ""people who experience housing insecurity"" because it acknowledges the individual's circumstances without defining them solely by their housing situation, promoting a more person-centered and dignified approach.",2,"I believe ""People who experience housing insecurity"" is less offensive because it uses person-first language, focusing on the individual rather than their housing situation, and avoids stigmatizing terms like ""homeless"" that can perpetuate negative stereotypes.","
I perceive someone who uses the term ""the homeless"" as likely holding a more stigmatizing view, unintentionally reducing individuals to their housing situation and potentially perpetuating negative stereotypes, rather than recognizing their humanity and individuality.
","I perceive someone who uses the term ""people who experience housing insecurity"" as empathetic, informed, and respectful, recognizing the complexities of housing issues and prioritizing the dignity and humanity of those affected.",2,,7,9,3,2,3,4,1,1,,1,,24,2,6,5,I enjoyed this survey and would love to take part more,67370aa61a1fd0d29b6ee860,,,,,,the homeless,people who experience housing insecurity,36,people who experience housing insecurity
2024-12-10 15:16:20,2024-12-10 15:44:02,0,172.56.69.154,100,1662,1,2024-12-10 15:44:04,R_7ZJk9XcLs692FTX,,,,,33.8923,-84.2545,anonymous,EN,1,1,1,1,6749938deb5b83385813edaf,"Homeless, would a person that has no where to stay or live probably because he or she is peniless, jobless and has no family, friend or associates to help out.",The homeless usually looks rugged with dirty clothes and unkept hair.,3,4,5,2,4,3,2,3,2,4,3,1,3,2,4,3,1,1,40,30,30,5,5,2,I prefer housing insecurity to homeless because it is less derogatory.,2,"It sounds less derogatory and less discriminatory, it is like when people use the word 'maid' instead of words like housekeeper or house manager.","I do not perceive them as anything, i just assume that they are used to the word, homeless.",I perceive them as enlightened and the opposite of primeval.,2,,7,8,3,4,3,4,2,2,,,1,43,1,5,4,,6749938deb5b83385813edaf,,,,,,the homeless,people who experience housing insecurity,72,the homeless
2024-12-10 15:00:48,2024-12-10 15:44:07,0,63.92.66.164,100,2598,1,2024-12-10 15:44:08,R_5KNK4SpG8BZAbLS,,,,,39.2869,-76.6416,anonymous,EN,1,1,1,1,67432e074423d630c4914887,those that does not have home or does not have family,he his a person that does not have home or family,2,2,3,3,2,4,2,3,2,4,2,2,2,2,2,3,3,4,25,25,50,3,3,1,this is someone who does not have home and family,1,because it is what they should be called,i perceive someone who uses the term as real human,i perceive someone who uses the term as a real human,3,,5,4,3,3,3,3,4,4,,,1,25,1,5,1,,67432e074423d630c4914887,,,,,,the homeless,people who experience housing insecurity,76,the homeless
2024-12-10 15:19:06,2024-12-10 15:44:15,0,107.180.174.177,100,1509,1,2024-12-10 15:44:16,R_5jYYNAOBdnBVbO3,,,,,37.751,-97.822,anonymous,EN,1,1,1,1,672ce0841dfa29f676e37b0f,"People who experience housing insecurity often face challenges such as unstable living arrangements, financial difficulties, and uncertainty about where they will stay next. The term may evoke thoughts of individuals or families who are at risk of eviction, living in temporary shelters, or navigating homelessness. It also brings to mind resilience, as they often manage to adapt and survive despite limited resources and systemic barriers.  Housing insecurity is often tied to economic hardships","I imagine meeting someone named Maria, a single mother in her mid-30s. Maria is juggling two part-time jobs, one as a cashier at a grocery store and another cleaning offices at night. Despite her hard work, she struggles to cover rent in a city where housing costs are skyrocketing. She and her two children currently live in a small, overcrowded apartment shared with another family, as she cannot afford a place of their own. Maria is resourceful and determined, often skipping meals to ensure her ",3,2,2,4,4,2,2,3,2,5,2,2,3,3,4,4,3,3,40,50,10,4,3,2,"I prefer the term ""people who experience housing insecurity"" because it emphasizes the humanity of individuals and frames housing instability as a temporary condition rather than defining them solely by their struggles, promoting dignity and reducing stigma.",2,"The term ""people who experience housing insecurity"" is less offensive because it uses person-first language, acknowledging their humanity and individuality rather than reducing them to their circumstances, which can help avoid stigma and judgment.","
I perceive someone who uses the term ""the homeless"" as possibly unaware of its dehumanizing connotation, as it defines individuals solely by their lack of housing rather than recognizing their full identity and humanity.","I perceive someone who uses the term ""people who experience housing insecurity"" as thoughtful and empathetic, demonstrating an effort to use inclusive, person-centered language that respects the dignity of those they are describing.",2,,5,4,3,3,4,2,5,5,,,1,22,1,3,3,N/A,672ce0841dfa29f676e37b0f,,,,,,the homeless,people who experience housing insecurity,79,people who experience housing insecurity
2024-12-10 15:33:34,2024-12-10 15:44:30,0,104.129.18.42,100,656,1,2024-12-10 15:44:30,R_7XWRjufMuYa5s2J,,,,,33.7485,-84.3871,anonymous,EN,1,1,1,1,60cd717e463162435e3b7d46,"People who experience housing insecurity face the constant threat of losing their homes or living in inadequate housing. This can include individuals and families who are homeless, living in shelters, couch surfing, or facing eviction due to inability to pay rent. 
I spontaneously associate it with feelings of uncertainty, instability, and vulnerability. I also think about the potential for stress, anxiety, and health problems that can arise from this precarious living situation.","She could be a single mother working two jobs, struggling to keep up with rising rent prices and childcare costs. She might be living in a cramped apartment with her children, constantly worried about eviction. Despite her best efforts, she feels like she's constantly on the brink of losing her housing.",3,3,3,4,3,2,2,2,3,1,3,3,3,3,3,3,3,3,0,100,0,1,1,2,It is less derogatory and will not make people feel worse in that situation.,2,It is less derogatory and will not make people feel worse in that situation.,A person who feels no empathy for anything or anyone,a person who feels empathy for others,2,,5,5,3,3,3,1,2,1,,,1,41,2,6,3,,60cd717e463162435e3b7d46,,,,,,the homeless,people who experience housing insecurity,4,people who experience housing insecurity
2024-12-10 15:00:31,2024-12-10 15:45:08,0,108.184.226.158,100,2676,1,2024-12-10 15:45:08,R_5WI3quHLPM9AISt,,,,,34.0124,-118.3414,anonymous,EN,1,1,1,1,6581f44ccab6abf2c79a43fd,"What comes to mind when I think of housing insecurity is the homeless, those who live in their cars or on the street due to the inability to secure housing.","This person I imagine who is experiencing housing insecurity do not have great hygiene, they have discheveled/dirty clothing and are asking for support of the public on the street.  ",4,1,5,5,1,2,2,1,1,4,4,5,4,4,3,4,2,2,40,30,30,4,4,2,"The term homeless removes their personhood. ""People who experience housing insecurity"" acknowledges that they are a human being and likely leads to more respect for the individual.",2,"For the same reasons I prefer this term. It gives them some dignity. ","It's a common term that people use, so I don't fault them for it. ","It's a mouthful and may come off weird, but it's respectful.",2,,6,8,3,5,2,4,7,6,,,1,39,2,5,4,,6581f44ccab6abf2c79a43fd,,,,,,the homeless,people who experience housing insecurity,50,people who experience housing insecurity
2024-12-10 15:18:59,2024-12-10 15:45:20,0,68.230.71.170,100,1581,1,2024-12-10 15:45:21,R_6iQkYiOZKorG5Jn,,,,,33.2421,-111.6412,anonymous,EN,1,1,1,1,659c5fc05f434ae7674c6e93,"A lack of affordable housing, financial hardship, or systemic barriers often contribute to housing insecurity, frequent moves, or homelessness. Vulnerability, resilience, and the challenges of meeting basic needs like shelter and safety  come to mind when one hears the term.","It seems that this individual is likely facing considerable obstacles, possibly juggling several jobs or seeking assistance in their pursuit of reliable housing.",3,2,4,4,5,2,2,3,3,4,3,3,3,2,2,3,1,1,0,50,50,5,3,1,It's just more common to me than the other option. I don't like to change things up.,2,It just seems less aggressive in my opinion. There may be people who find it more offensive than homeless.,"Someone who says ""the homeless"" might not mean anything bad, but it can come off like they're defining people just by their housing situation and missing the bigger picture of who they are.","Someone who uses ""people who experience housing insecurity"" likely aims to be thoughtful and respectful, focusing on the person first and recognizing housing instability as just one part of their situation.",2,,4,4,2,3,3,2,1,1,,,1,29,1,3,3,N/A,659c5fc05f434ae7674c6e93,,,,,,the homeless,people who experience housing insecurity,60,people who experience housing insecurity
2024-12-10 15:22:18,2024-12-10 15:46:05,0,62.164.251.193,100,1426,1,2024-12-10 15:46:05,R_3FKXITszWA6NoUW,,,,,37.751,-97.822,anonymous,EN,1,1,1,1,67154ed73827aa319ac7fa2b,"When I hear the term ""the homeless,"" I think of people living on the streets or in shelters, without a permanent place to call home. I often associate it with struggle, poverty, and the feeling of being forgotten by society. It's easy to think of individuals holding signs asking for help or sleeping in doorways. There’s often a sense of isolation.","I meet a person who appears to be in their late 30s. They have worn but clean clothes, and a well-worn backpack slung over their shoulder. Their face shows signs of exhaustion, but their eyes are sharp, scanning the street as they sit on a bench.",1,2,5,1,1,5,2,5,5,1,4,4,1,1,1,1,1,1,50,25,25,5,5,2,"I prefer the term ""people who experience housing insecurity"" because it emphasizes the individual's experience and the temporary, situational nature of their struggle, rather than defining them by a label. It highlights that housing insecurity can affect anyone and can be caused by various factors, making it a more compassionate and accurate way to refer to those facing housing challenges.",2,"People who experience housing insecurity"" is less offensive because it focuses on the condition they are facing rather than labeling them by their circumstances, acknowledging their humanity and the temporary nature of their struggle, rather than reducing them to a single identity.","When someone uses the term ""the homeless"" to describe a person or group, I perceive it as somewhat dehumanizing because it labels individuals by their situation rather than recognizing them as people with unique experiences, identities, and circumstances. It can inadvertently reinforce the idea that homelessness defines them, rather than being a temporary challenge they might face.


","When someone uses the term ""people who experience housing insecurity,"" I perceive it as more empathetic and respectful, as it acknowledges the individuals' temporary situation without defining them by it, focusing on their experience rather than labeling them. It reflects a recognition of their humanity and the complexity of the issue.",2,,6,5,3,1,1,1,1,1,,,1,28,1,6,4,no,67154ed73827aa319ac7fa2b,,,,,,the homeless,people who experience housing insecurity,100,the homeless
2024-12-10 15:10:29,2024-12-10 15:46:10,0,154.6.177.83,100,2140,1,2024-12-10 15:46:10,R_7EOm1UqWPeYGj7z,,,,,37.751,-97.822,anonymous,EN,1,1,1,1,67533343c3a851ce61ebc3fe,"People who experience housing insecurity often face challenges such as frequent moves, lack of stable shelter, overcrowding, or financial strain that puts them at risk of losing their home. The term may evoke associations with vulnerability, resilience, systemic inequities, and the broader societal issues of poverty, unemployment, or lack of affordable housing.","Meeting someone who experiences housing insecurity would prompt me to approach the interaction with empathy and respect. I’d be mindful of the challenges they might face, such as financial instability. I will  look for ways to offer support or direct them to helpful resources if appropriate. It’s important to see the person beyond their circumstances and recognize their inherent value and potential.",1,2,3,4,4,2,2,2,1,3,3,1,3,4,2,4,2,3,30,50,20,5,4,2,"I prefer the term ""people who experience housing insecurity"" because it emphasizes the individual’s humanity and frames their situation as an experience, not an identity, reducing stigma and acknowledging the possibility of change and resilience.",2,"People who experience housing insecurity"" is less offensive because it uses person-first language, focusing on the individual rather than defining them by their circumstances, which helps preserve their dignity and reduces stereotyping.","
I perceive someone who uses the term ""the homeless"" as potentially unaware of its dehumanizing effect, as it reduces individuals to their condition rather than recognizing them as people with unique identities and experiences.","I perceive someone who uses the term ""people who experience housing insecurity"" as thoughtful and empathetic.",2,,6,8,3,4,3,2,1,2,,1,,24,2,5,3,,67533343c3a851ce61ebc3fe,,,,,,the homeless,people who experience housing insecurity,23,people who experience housing insecurity
2024-12-10 15:08:00,2024-12-10 15:46:38,0,174.168.148.13,100,2317,1,2024-12-10 15:46:39,R_7vU8zqRiBMDVLsB,,,,,42.3268,-71.1341,anonymous,EN,1,1,1,1,59949236c825cf0001d7dcdc,I don't know it could be anyone. With housing markets the way they are almost anyone is a rent increase or missed mortgage payment for this kind of insecurity ie being unhoused or homeless. It could be me or even you a university researcher.,"Again it could be anyone you don't know. It could be me a middle-aged white guy who works in a warehouse. It could be my friend a single mother who lives in an RV with her kids.  It could even be you the researcher who I am sure makes good money but anything can happen. It just takes a few bad things you can lose your job, car, home health or even your life. I guess savor the moment.",3,1,5,5,5,3,2,1,3,3,1,4,3,3,3,3,3,3,34,33,33,3,3,2,"I honestly don't care however People who experience housing insecurity is the more accepted term I suppose.  ",2,"Again I think it is the more accepted term. But I don't really know what these want to be called.  ",I don't know I would need more context.,For both of these questions are we talking in general or about a specific incident?  Again I think it depends on context.,4,"Context  ",4,8,3,4,3,3,7,7,,1,,55,1,5,3,,59949236c825cf0001d7dcdc,,,,,,the homeless,people who experience housing insecurity,49,people who experience housing insecurity
2024-12-10 15:40:23,2024-12-10 15:46:40,0,131.93.232.187,100,377,1,2024-12-10 15:46:40,R_7tDqU28bjBzAkcu,,,,,45.21,-93.6607,anonymous,EN,1,1,1,1,63d8475556cf3cad39dd8417,"Living on the streets, dirty, stinky, alcoholic, drug user, veteran, cardboard boxes, shopping carts. The stereotypes that are out there is what I think of.",He would be dirty and have tattered clothing. Perhaps gloves with holes in them and unshaven. His breath might smell of alcohol. I imagine meeting him on the streets.,3,1,4,4,5,1,2,1,3,4,1,4,2,3,3,3,1,1,33,33,34,5,2,1,"It's the more widely understood term. If I am trying to drum up help or support for them, I would not want to use language that could be ambiguous or confusing, this would not be helpful.",2,"Really I just feel this is probably the case nowadays with the whole woke culture. Everyone gets offended about everything now, and I am sure this is no different.",I don't think any differently of them at all.,"I would think of them as trying to be politically correct, and even possibly a liberal.",3,,3,8,3,3,4,1,2,2,,,1,41,1,2,3,,63d8475556cf3cad39dd8417,,,,,,the homeless,people who experience housing insecurity,72,the homeless
2024-12-10 15:16:29,2024-12-10 15:47:00,0,68.170.3.81,100,1831,1,2024-12-10 15:47:01,R_52rO2pyAsULxxEj,,,,,37.751,-97.822,anonymous,EN,1,1,1,1,6737228978f333308e56b2de,"When I hear the term the homeless. I think of individuals or families who lack a stable or permanent residence, often struggling with poverty and unemployment","They will most likely be hungry, on the street or in an uncomfortable position, needing compassion.",3,1,5,5,5,2,2,1,1,2,4,4,2,3,3,3,1,1,40,45,15,3,2,1,"Because it is straight to the point and implies the exact meaning, while the term people with housing insecurities might be more respectful to these individuals, it is indirect and will most likely not give the full picture to a potential helper.",2,It is indirect and will most likely not hurt the individual being referred to. It is a bit more respectful to their situation.,I will perceive such person as a direct individual,I will consider such person to be more empathetic and warm hearted.,2,,4,4,2,4,3,2,1,2,,1,,27,1,6,5,,6737228978f333308e56b2de,,,,,,the homeless,people who experience housing insecurity,73,the homeless
2024-12-10 15:13:07,2024-12-10 15:47:29,0,70.120.11.89,100,2061,1,2024-12-10 15:47:29,R_6Ylc7C74b9S0adY,,,,,29.5882,-98.5183,anonymous,EN,1,1,1,1,653fe3c58f4df4e625de57e2,"It is something that has worsened over time in the U.S. despite being the richest nation. It's often a product of income inequality and discrimination, occurring more frequently among minority groups. ","Someone who is struggling to get by and likely also experiencing food insecurity. It may be a non-white person, since it occurs more in minority groups",1,2,5,3,3,1,2,1,1,2,1,2,4,5,3,3,2,1,40,20,40,3,3,2,"Due to the stigma and perception of someone who is ""homeless"". I think people unfortunately make a lot of false assumptions with that term, often seeing them as having 'self-inflicted' wounds or that they could get themselves out of their situation. ",2,"a person's housing situation may be in limbo or they may not be homeless....yet. Also, housing insecurity just seems like a more accurate term","I don't necessarily have any perceptions, not without further context","I perceive them as more informed, more sympathetic to the actual factors that have led to their situation",2,,4,5,3,3,4,2,6,6,,1,,46,2,7,2,,653fe3c58f4df4e625de57e2,,,,,,the homeless,people who experience housing insecurity,67,people who experience housing insecurity
